"CountryCode","SeriesCode","DESCRIPTION",
"COL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COM","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"COM","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"COM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"COM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"COM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"COM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CPV","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CPV","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CPV","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CPV","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CPV","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CPV","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CRI","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CRI","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CRI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CRI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CRI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CRI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CUB","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CUB","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CUB","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CUB","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CUB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CUB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CUW","SP.DYN.CBRT.IN","Data sources : Central bureau of Statistics",
"CUW","SP.DYN.CDRT.IN","Data sources : Central bureau of Statistics",
"CUW","SP.DYN.LE00.FE.IN","Data sources : Central bureau of Statistics",
"CUW","SP.DYN.LE00.MA.IN","Data sources : Central bureau of Statistics",
"CUW","SP.DYN.TFRT.IN","Data sources : Central bureau of Statistics",
"CUW","SP.POP.TOTL","Data sources : Central bureau of Statistics",
"CYM","SP.DYN.CBRT.IN","Data sources : Economics and Statistics Office of Government of the Cayman Islands",
"CYM","SP.DYN.CDRT.IN","Data sources : Economics and Statistics Office of Government of the Cayman Islands",
"CYM","SP.DYN.LE00.FE.IN","Data sources : Economics and Statistics Office of Government of the Cayman Islands",
"CYM","SP.DYN.LE00.MA.IN","Data sources : Economics and Statistics Office of Government of the Cayman Islands",
"CYM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CYP","NY.GDP.PCAP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.PP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","SG.POP.MIGR.FE.ZS","Including Northern-Cyprus.",
"CYP","SL.EMP.1524.SP.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.1524.SP.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.1524.SP.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.SMGT.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.TOTL.SP.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.TOTL.SP.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.TOTL.SP.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.UNDR.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.UNDR.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.ACTI.1524.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.ACTI.1524.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.BASC.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.BASC.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.CACT.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.CACT.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.INTM.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.INTM.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.1524.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.1524.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.BASC.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.BASC.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.INTM.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.INTM.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.TOTL.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.TOTL.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SP.ADO.TFRT","Including Northern-Cyprus.",
"CYP","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CYP","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CYP","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CYP","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CYP","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CYP","SP.POP.0014.TO.ZS","Including Northern-Cyprus.",
"CYP","SP.POP.1564.TO.ZS","Including Northern-Cyprus.",
"CYP","SP.POP.65UP.TO.ZS","Including Northern-Cyprus.",
"CYP","SP.POP.AG00.FE.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG00.MA.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG01.FE.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG01.MA.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG02.FE.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG02.MA.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG03.FE.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG03.MA.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG04.FE.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG04.MA.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG05.FE.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG05.MA.IN","Including Northern-Cyprus.",
"CYP","SP.POP.BRTH.MF","Including Northern-Cyprus.",
"CYP","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CYP","SP.POP.TOTL.FE.ZS","Including Northern-Cyprus.",
"CZE","SG.NOD.CONS","There is no nondiscrimination provision.",
