Series Name,Series Code,Country,Country Code,1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.5,..,..,..,..,..,7.6,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.5,7.5,7.8,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.2,7.2,8.7,8.1,7.9,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.9,..,..,..,..,11.4,..,..,..,..,9.2,..,..,..,..,7.7,..,..,..,..,6.8,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.5,..,..,..,..,..,..,..,..,31.7,..,..,..,..,..,..,..,32.2,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.3,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.1,..,..,..,34.7,..,21.4,..,40.9,53,..,34.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.9,..,..,..,..,..,..,19.2,..,..,..,..,..,21.4,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.9,..,..,1.6,..,1.8,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,..,..,..,20.6,..,..,..,22.3,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.8,7.6,8.7,8.2,6.5,4.8,4.1,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.2,11.8,8.8,..,5.8,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,..,6,..,..,..,..,..,..,3.3,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.9,..,..,..,..,..,20.9,..,..,..,..,..,22.2,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.8,..,..,..,..,..,..,..,..,..,16.5,..,..,..,..,..,11.6,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.1,..,..,..,..,..,..,..,8.5,..,..,..,..,..,..,6,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.5,..,..,..,..,..,..,..,..,..,..,..,..,25.9,..,21.2,..,..,..,15.3,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,5.1,6.7,6,7.7,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.2,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.8,..,..,..,..,..,..,..,..,..,..,..,..,16.4,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.4,26.9,24.9,21.3,18.7,17.3,14.8,13.7,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.2,..,..,15.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.6,6.7,5.7,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.3,..,..,..,..,..,21.2,..,..,..,..,20.2,..,..,..,..,18.6,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.2,..,4.8,..,3.1,2,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.1,..,..,..,..,..,..,..,..,..,..,..,..,..,33.8,..,..,..,..,..,..,..,21.1,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.5,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.6,..,..,..,3.2,..,..,1.8,..,..,1.4,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.3,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.8,..,..,8.3,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.7,..,..,..,..,..,..,..,..,11.5,..,..,..,..,..,..,..,..,..,..,7.8,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.6,..,..,..,..,..,15.5,..,..,..,..,..,..,12.2,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.6,..,..,..,..,33.1,..,..,..,29.2,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.6,..,..,..,15.2,..,..,11.2,..,..,13.1,..,..,9.7,..,..,..,7.6,..,..,5.9,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
